0.5344;0.092415;3
0.53144;0.87626;3
0.59541;0.28077;2
0.70097;0.62914;4
0.16641;0.85038;2
0.61941;0.037035;2
0.90006;0.6681;4
0.40346;0.27603;3
0.031371;0.4833;3
0.64429;0.80899;4
0.65253;0.099148;2
0.56746;0.93513;4
0.42918;0.62239;3
0.58557;0.34861;2
0.61457;0.8572;4
0.69175;0.11336;2
0.83739;0.82735;5
0.62888;0.35008;2
0.63922;0.745;4
0.04068;0.088546;5
0.45822;0.85153;2
0.97993;0.11153;1
0.22029;0.33784;4
0.48412;0.67742;3
0.92603;0.72513;5
0.61223;0.11973;2
0.05874;0.5239;3
0.16861;0.0023236;5
0.26115;0.91069;1
0.2124;0.87366;2
0.6858;0.33545;2
0.65631;0.30275;2
0.8565;0.6831;4
0.0050211;0.18731;5
0.82686;0.042373;1
0.41421;0.10109;3
0.22427;0.80787;1
0.80109;0.76175;4
0.10501;0.58781;2
0.87864;0.18335;1
0.76753;0.28011;2
0.2058;0.32814;4
0.15201;0.29395;4
0.78795;0.84654;4
0.77474;0.72196;4
0.82745;0.23806;2
0.87551;0.99234;5
0.024363;0.12241;5
0.7484;0.59606;4
0.66513;0.64933;3
0.50304;0.38223;2
0.016504;0.87271;1
0.97379;0.39007;2
0.14963;0.52919;3
0.95116;0.29931;1
0.68138;0.89206;4
0.92068;0.82188;5
0.54731;0.58853;3
0.5173;0.4061;2
0.26924;0.22353;4
0.81766;0.42535;2
0.1747;0.94377;1
0.26945;0.17056;4
0.99441;0.022116;1
0.6291;0.27958;2
0.020993;0.89246;1
0.0025461;0.035574;5
0.07399;0.14613;5
0.32337;0.25583;4
0.3851;0.79808;2
0.6761;0.97249;4
0.37349;0.74614;2
0.089322;0.044563;5
0.84736;0.61228;3
0.48914;0.03457;3
0.45703;0.78519;3
0.86749;0.61;4
0.49469;0.94154;3
0.54548;0.46525;3
0.2814;0.63048;3
0.44383;0.716;3
0.46312;0.4745;3
0.15347;0.22185;4
0.73703;0.57101;3
0.53917;0.22226;2
0.84532;0.2448;2
0.20573;0.72406;2
0.92753;0.195;1
0.9675;0.15669;1
0.64008;0.42264;2
0.066968;0.34736;4
0.58495;0.29035;2
0.35744;0.92699;2
0.30705;0.38131;4
0.021494;0.11377;5
0.44539;0.61408;3
0.21517;0.88862;1
0.56185;0.4792;2
0.94892;0.23741;1
0.81314;0.20435;2
0.39378;0.78041;2
0.4727;0.36532;3
0.62822;0.88212;4
0.88254;0.64406;4
0.027201;0.09684;5
0.40567;0.66504;2
0.56413;0.26855;2
0.073371;0.24847;5
0.80874;0.19863;1
0.99015;0.11274;1
0.85327;0.362;2
0.15573;0.0011766;5
0.56736;0.46777;3
0.24455;0.40174;3
0.99258;0.82797;5
0.71329;0.437;2
0.18253;0.8096;1
0.26556;0.79121;2
0.058627;0.80517;1
0.86487;0.41199;2
0.14171;0.55332;3
0.94549;0.0069906;1
0.29107;0.88632;2
0.52778;0.43555;3
0.79432;0.0053928;1
0.58385;0.23507;2
0.46655;0.89283;2
0.5286;0.9589;4
0.50201;0.3736;3
0.958;0.67016;4
0.28543;0.44417;4
0.89377;0.39151;2
0.70714;0.75411;4
0.19498;0.88392;1
0.44407;0.30727;3
0.27868;0.42393;3
0.52527;0.84148;3
0.75991;0.50423;3
0.20345;0.63666;2
0.091781;0.47769;3
0.75814;0.69549;4
0.90631;0.033944;1
0.84975;0.18672;1
0.6048;0.6502;3
0.34609;0.28939;4
0.076803;0.68885;2
0.90377;0.041444;1
0.10786;0.68543;2
0.50364;0.59623;3
0.15517;0.32717;4
0.14812;0.027457;5
0.87071;0.39688;2
0.17111;0.84473;1
0.29439;0.8906;2
0.78485;0.35532;2
0.94739;0.48879;3
0.82828;0.66908;4
0.56358;0.44544;2
0.95483;0.73841;5
0.38548;0.82112;2
0.99771;0.15526;1
0.85798;0.63723;4
0.93895;0.58176;4
0.98877;0.50983;2
0.65921;0.70038;4
0.46522;0.050661;3
0.50783;0.64957;2
0.75432;0.36788;2
0.86657;0.31652;2
0.15232;0.20466;5
0.48715;0.61976;3
0.011299;0.41337;4
0.88471;0.34887;2
0.41703;0.75404;2
0.73709;0.24179;2
0.80052;0.61484;4
0.25464;0.35733;4
0.24893;0.024286;5
0.27551;0.64251;2
0.77915;0.64648;4
0.85446;0.65326;4
0.24117;0.99049;1
0.98823;0.60186;4
0.44356;0.50183;3
0.77531;0.21155;2
0.34272;0.22833;4
0.41992;0.48428;2
0.073771;0.31071;4
0.74756;0.71607;4
0.44477;0.33135;4
0.55657;0.00094853;2
0.11512;0.21583;5
0.19299;0.82022;1
0.27656;0.58511;3
0.95332;0.1431;1
0.28759;0.39424;4
0.87267;0.019673;1
0.19839;0.18015;4
0.47448;0.04668;3
0.44264;0.73556;3
0.44094;0.7168;3
0.70481;0.22688;2
0.71704;0.37943;2
0.65749;0.86071;4
0.03609;0.83778;1
0.83445;0.35289;2
0.21118;0.33235;4
0.9514;0.32653;2
0.62435;0.26372;2
0.58087;0.42534;2
0.052128;0.20211;5
0.39337;0.95441;2
0.65578;0.85649;4
0.16635;0.671;2
0.70251;0.059702;2
0.21778;0.45189;4
0.65948;0.65394;4
0.33255;0.40953;3
0.11461;0.17874;5
0.9493;0.77995;5
0.34986;0.26908;4
0.5638;0.40349;3
0.81571;0.9288;5
0.64778;0.71199;4
0.82395;0.43152;2
0.71336;0.88794;4
0.1466;0.18249;5
0.92344;0.82593;5
